name,company,location,type,job category
Cover Teacher,"British International School, Cairo","Giza, Egypt","Full Time, On-site",Cover Teacher | Experienced |  Education/Teaching |  Teaching |  Education |  Communication |  English
Sales Representative,Upvc company,"New Cairo, Cairo, Egypt","Full Time, Hybrid",Sales Representative | Entry Level |  Sales/Retail |  Sales |  Sales Target
Learning and Development Specialist,Elabd Foods,"Abu Rawash, Giza, Egypt","Full Time, On-site",Learning and Development Specialist | Experienced |  Human Resources |  Sales/Retail |  Human Resources (HR) |  Microsoft Office |  Training |  Presentations |  Human Resources Development |  L&D |  English |  learning
Compensation Benefits Specialist,Rashideen Egypt for Trade,"Katameya, Cairo, Egypt","Full Time, On-site",Compensation Benefits Specialist | Entry Level |  Human Resources |  Business Administration |  Compensation and Benefits |  Benefits |  Compensation |  HRIS |  HR |  Human Resources |  Human Resources (HR) |  Payroll
Telesales agent (Morning shifts),Concentrix + Webhelp,"New Cairo, Cairo, Egypt","Full Time, On-site",Telesales agent (Morning shifts) | Entry Level |  Customer Service/Support |  Sales/Retail |  Agent |  Customer Service |  Sales |  sales skills |  Telesales |  telesales agent
Gasket Extrusion and Welding Engineer (process Engineer),Midea Group,"6th of October, Giza, Egypt","Full Time, On-site",Gasket Extrusion and Welding Engineer (process Engineer) | Experienced |  Engineering - Mechanical/Electrical |  Engineering |  Manufacturing Process |  Production Process
Export Sales Specialist,SMART Furniture,"10th of Ramadan City, Sharqia, Egypt","Full Time, On-site",Export Sales Specialist | Experienced |  Logistics/Supply Chain |  Sales/Retail |  Sales |  Customer Service |  sales skills |  Negotiation |  Logistics |  Customer Relations |  Export |  Communication skills
Accountant,Artal Egypt,"New Cairo, Cairo, Egypt","Full Time, On-site",Accountant | Entry Level |  Accounting/Finance |  Accounting |  Financial Analysis |  Finance |  Real Estate |  Financial Management |  English |  Accounting Software |  Construction
Senior Administration Affairs Specialist,Kasrawy Group,"Abu Rawash, Giza, Egypt","Full Time, On-site",Senior Administration Affairs Specialist | Experienced |  Administration |  Administration |  Admin
Senior Sales Real Estate Executive,Al hejaz Gardens,"Sheraton, Cairo, Egypt","Full Time, On-site",Senior Sales Real Estate Executive | Experienced |  Sales/Retail |  Sales Executive |  sales skills |  Sales Target |  senior |  Senior sales |  senior sales executive |  Sales |  Real Estate |  Experience
Senior Sales Real Estate,Confidential,"Sheraton, Cairo, Egypt","Full Time, On-site",Senior Sales Real Estate | Experienced |  Sales/Retail |  Sales Executive |  sales skills |  Sales Target |  senior |  Senior sales |  senior sales executive |  Sales |  Real Estate |  Experience
Scrum Master,MDLABS.,"Sheraton, Cairo, Egypt","Full Time, Hybrid",Scrum Master | Experienced |  IT/Software Development |  Project/Program Management |  Engineering - Telecom/Technology |  Agile |  Scrum Master |  Software Development |  Information Technology (IT) |  Computer Science |  Computer Engineering |  Development
Project Manager,34ML,"Heliopolis, Cairo, Egypt","Full Time, Hybrid",Project Manager | Entry Level |  IT/Software Development |  Operations/Management |  Project/Program Management |  Communication |  business |  Information Technology (IT) |  Computer Science |  Project Management |  Management |  Software
Administration Specialist ( Mokattam Branch ),efinance,"Mokattam, Cairo, Egypt","Full Time, On-site",Administration Specialist ( Mokattam Branch ) | Entry Level |  Administration |  Administration |  Business Administration
Java Developer,MDLABS.,"Sheraton, Cairo, Egypt","Full Time, Hybrid",Java Developer | Senior Management |  IT/Software Development |  Engineering - Telecom/Technology |  Engineering - Other |  Computer Science |  Computer Engineering |  Software |  Software Development |  Information Technology (IT) |  Java |  Engineering
Senior Quality Control,MDLABS.,"Sheraton, Cairo, Egypt","Full Time, Hybrid",Senior Quality Control | Experienced |  IT/Software Development |  Quality |  Engineering - Telecom/Technology |  Automation |  Agile |  Quality Assurance |  Quality Control |  Software Testing |  Testing |  Computer Science
Senior Call Center Representative,Allianz,"Downtown, Cairo, Egypt","Full Time, On-site",Senior Call Center Representative | Experienced |  Customer Service/Support |  Customer Service |  Call Center |  Customer Care |  Customer Support
Export Sales Manager,Akabi For Import  And Export,"Minya, Egypt","Full Time, Part Time, Remote",Export Sales Manager | Entry Level |  Operations/Management |  Sales/Retail |  Sales |  Marketing |  Supply Chain |  Logistics |  Business Administration |  sales skills |  Sales Target
Digital Marketing Executive,MD Dental,"Nasr City, Cairo, Egypt","Full Time, On-site",Digital Marketing Executive | Experienced |  Marketing/PR/Advertising |  Media/Journalism/Publishing |  Digital Marketing |  Content |  Marketing |  Digital |  digital marketing |  Communication |  Google Analytics |  E-Marketing
Node JS Developer,MDLABS.,"Sheraton, Cairo, Egypt","Full Time, Hybrid",Node JS Developer | Entry Level |  IT/Software Development |  Engineering - Telecom/Technology |  Engineering |  Software |  JavaScript |  Computer Science |  application |  Computer Engineering |  Software Development |  Information Technology (IT)
Senior Full Stack .NET/Angular Developer,Qudra Tech,"Nasr City, Cairo, Egypt","Full Time, On-site",Senior Full Stack .NET/Angular Developer | Experienced |  IT/Software Development |  Engineering - Telecom/Technology |  Engineering - Other |  Angular |  Angular 8 |  Azure |  Computer Science |  CSS3 |  Database |  HTML5
Senior Front End Developer,Qudra Tech,"Nasr City, Cairo, Egypt","Full Time, On-site",Senior Front End Developer | Experienced |  IT/Software Development |  Project/Program Management |  Engineering - Telecom/Technology |  Angular |  Computer Science |  JavaScript |  CSS3 |  HTML5 |  Git |  front-end
Production Engineer,Styler For Manufacturing Blankets (ASLAN),"Port Said, Egypt","Full Time, On-site",Production Engineer | Experienced |  Engineering - Construction/Civil/Architecture |  Manufacturing/Production |  Engineering |  Production |  Textile |  Textile Industry |  Textile Design |  Manufacturing |  English |  Production Engineering
Flutter Developer,MDLABS.,"Sheraton, Cairo, Egypt","Full Time, Hybrid",Flutter Developer | Experienced |  IT/Software Development |  Engineering - Telecom/Technology |  Computer Science |  Flutter developer |  flutter |  Software Development
E-Commerce Sales Account Rep.,Confidential,"Sheraton, Cairo, Egypt","Full Time, On-site",E-Commerce Sales Account Rep. | Experienced |  Customer Service/Support |  Sales/Retail |  Communication skills |  Customer Service |  Sales |  Customer |  Communication |  English |  ERP |  MS
Translator - Arabic To Turkish,Rozabella Textile,"Sharqia, Egypt","Full Time, On-site",Translator - Arabic To Turkish | Experienced |  Education/Teaching |  Arabic |  Editing |  Linguistics |  Proofreading |  Translation |  translator |  Turkish |  Writing
Accountant,OTAK Trading & Contracting,"New Cairo, Cairo, Egypt","Full Time, On-site",Accountant | Entry Level |  Accounting/Finance |  Administration |  Banking |  Accounting |  excel |  Finance |  Microsoft Excel |  Analysis
Evaporator Manufacturing (Process Engineer),Midea Group,"6th of October, Giza, Egypt","Full Time, On-site",Evaporator Manufacturing (Process Engineer) | Experienced |  Engineering - Mechanical/Electrical |  Engineering - Other |  Engineering |  Mechanical Engineering |  Process |  Mechanical |  evaporator
Senior .NET Developer,egabi solutions,"Sheraton, Cairo, Egypt","Full Time, On-site",Senior .NET Developer | Experienced |  IT/Software Development |  HTML |  Engineering |  CSS |  Information Technology (IT) |  Software |  Software Development |  Software Engineering |  SQL |  Agile
Procurement Specialist,Xeed Corp,"Sheikh Zayed, Giza, Egypt","Full Time, On-site",Procurement Specialist | Experienced |  Logistics/Supply Chain |  Purchasing/Procurement |  Procurement |  Negotiation |  Purchasing |  Supply Chain
Quality Assurance Manager,Xeed Corp,"Alsadat City, Monufya, Egypt","Full Time, On-site",Quality Assurance Manager | Experienced |  Operations/Management |  Quality |  quality |  Quality Assurance |  Quality Control
Mechanical Engineer,Roots Commodities,"10th of Ramadan City, Cairo, Egypt","Full Time, On-site",Mechanical Engineer | Experienced |  Manufacturing/Production |  Engineering - Mechanical/Electrical |  CAD |  Design |  Electrical Engineering |  Engineering |  Machinery |  Maintenance |  Manufacturing |  Mechanical
Electrical Engineer,Roots Commodities,"10th of Ramadan City, Cairo, Egypt","Full Time, On-site",Electrical Engineer | Experienced |  Installation/Maintenance/Repair |  Manufacturing/Production |  Engineering - Mechanical/Electrical |  AutoCAD |  Communication |  Design |  Electrical |  Electrical Engineering |  Engineering |  Manufacturing
Quality Control Supervisor,Roots Commodities,"10th of Ramadan City, Cairo, Egypt","Full Time, On-site",Quality Control Supervisor | Experienced |  Manufacturing/Production |  Quality |  Agriculture |  HACCP |  ISO |  quality |  Quality Control |  Control |  Engineering |  pulses
Sales Trainer-Retail Fashion -Classic Suits,Ben Soliman,"Mohandessin, Giza, Egypt","Full Time, On-site",Sales Trainer-Retail Fashion -Classic Suits | Experienced |  Sales/Retail |  Training/Instructor |  Coaching |  Customer Service |  Fashion |  Management |  Sales |  sales skills |  Training |  Retail
Full Stack Developer,COB Solution,"Maadi, Cairo, Egypt","Full Time, On-site",Full Stack Developer | Experienced |  IT/Software Development |  Engineering - Telecom/Technology |  Angular |  Computer Science |  CSS |  Engineering |  Full Stack |  JavaScript |  jQuery |  MySQL
Warehouse Specialist,Jade Textile Egypt,"Bourj Alarab, Alexandria, Egypt","Full Time, On-site",Warehouse Specialist | Experienced |  Purchasing/Procurement |  Communication |  Purchasing |  Suppliers |  Warehouse |  Warehousing
Sr. Business Analyst,egabi solutions,"Sheraton, Cairo, Egypt","Full Time, On-site",Sr. Business Analyst | Experienced |  IT/Software Development |  Analyst/Research |  Engineering - Telecom/Technology |  Information Technology (IT) |  Computer Science |  Project Management |  Business Analysis |  Business |  English |  Software
Financial Manager,Turbo Egypt Compression,"Heliopolis, Cairo, Egypt","Full Time, On-site",Financial Manager | Manager |  Accounting/Finance |  Banking |  Operations/Management |  Financial Management |  Finance |  Financial Analysis |  Statistics |  Financial |  CPA |  Accounting
Secretary,Egyptian Company for Supplies,"Manial, Cairo, Egypt","Full Time, On-site",Secretary | Entry Level |  Administration |  English |  Administration |  Assistant |  MS Office |  Communication skills |  Communication |  Microsoft Office |  Office management |  Secretary
Graphic Designer,Reference,"Alexandria, Egypt","Full Time, On-site",Graphic Designer | Experienced |  Creative/Design/Art |  Adobe illustrator |  Adobe Photoshop |  Design |  Graphic |  Creative |  Graphic Design |  graphics |  illustrator |  indesign
Part Time Printing Teacher (Applied Arts),El Sewedy Technical Academy,"10th of Ramadan City, Sharqia, Egypt","Full Time, On-site",Part Time Printing Teacher (Applied Arts) | Entry Level |  Training/Instructor |  Education |  Trainer |  Teaching |  Printing |  appliedarts
Pricing & Cost Controller,GT World OF Beauty,"Sheraton, Cairo, Egypt","Full Time, On-site",Pricing & Cost Controller | Experienced |  Accounting/Finance |  Cost Control |  Pricing |  English |  Finance |  German |  Commerce
Accountant,AlSafwa Engineering Industry,"6th of October, Giza, Egypt","Full Time, On-site",Accountant | Experienced |  Accounting/Finance |  Banking |  accountant |  Accounting |  Finance |  General Ledger |  excel |  MS Excel |  MS |  Financial Analysis
Procurement Specialist,AlSafwa Engineering Industry,"6th of October, Giza, Egypt","Full Time, On-site",Procurement Specialist | Experienced |  Logistics/Supply Chain |  Purchasing/Procurement |  Procurement |  Negotiation |  Administration |  Logistics |  Supply Chain |  Purchasing |  Planning
Mechanical Engineer,AlSafwa Engineering Industry,"6th of October, Giza, Egypt","Full Time, On-site",Mechanical Engineer | Experienced |  Engineering - Mechanical/Electrical |  3D |  AutoCAD |  Mechanical Engineering |  Mechanical |  technical |  Design |  Engineering |  Maintenance |  SOLID
Office Manager,MATGR For Engineering And Trading,"New Cairo, Cairo, Egypt","Full Time, On-site",Office Manager | Experienced |  Administration |  Human Resources |  Operations/Management |  Administration |  Assistant |  Management |  Office management |  Secretary |  Planning |  Communication
